node_id,longitude,latitude
224,104.0581947,30.6568849
225,104.0441515,30.7015994
226,104.0440341,30.7015387
227,104.0470643,30.70338
228,104.0430718,30.703004600000003
229,104.0484623,30.693792100000003
230,104.0483647,30.6946982
231,104.0483449,30.6937858
232,104.0588285,30.7236093
233,104.0587532,30.7234776
234,104.0558392,30.7248635
235,104.0594834,30.7254353
236,104.0781615,30.7132068
237,104.078169,30.713353
238,104.083371,30.713038399999995
239,104.0636746,30.697144
240,104.0590152,30.697187100000004
241,104.051481,30.7256304
242,104.0514843,30.725512
243,104.04728,30.7249686
244,104.0515573,30.7280334
245,104.096873,30.7097204
246,104.0971715,30.7095874
247,104.096073,30.7084031
248,104.0719307,30.7166145
249,104.0721252,30.7164979
250,104.0720193,30.7156219
251,104.0912293,30.7123179
252,104.0910142,30.7117791
253,104.0912666,30.712433500000003
254,104.0939481,30.7111424
255,104.0557073,30.724902
256,104.0558323,30.7251352
257,104.0562918,30.7277271
258,104.0633716,30.7081614
259,104.0625453,30.7093638
260,104.0632728,30.7078015
261,104.0755369,30.7051501
262,104.0719426,30.7051471
263,104.0756325,30.7050284
264,104.0672186,30.7051766
265,104.0665385,30.7051865
266,104.0672605,30.7073165
267,104.063926,30.7052178
268,104.0636577,30.7052156
269,104.0636768,30.7070266
270,104.0565998,30.720968100000004
271,104.0564555,30.7217259
272,104.0773547,30.702782899999995
273,104.0772248,30.7027807
274,104.0757577,30.705029100000004
275,104.0756791,30.7051505
276,104.0730864,30.708700800000003
277,104.0636604,30.7051243
278,104.0639394,30.7051228
279,104.0611388,30.7050927
280,104.0638629,30.7025652
281,104.05637,30.7221087
282,104.0424642,30.6842432
283,104.0423337,30.684449100000005
284,104.0428686,30.6847717
285,104.0435377,30.6855086
286,104.0431664,30.685294
287,104.043002,30.6854256
288,104.0633149,30.6648201
289,104.0632211,30.6677309
290,104.0631559,30.664812800000004
291,104.0536719,30.6710709
292,104.0538492,30.6717313
293,104.0539104,30.6817742
294,104.0525867,30.6849287
295,104.0533202,30.681405
296,104.0532261,30.681336100000003
297,104.0505674,30.6844898
298,104.0487887,30.678518100000005
299,104.0488511,30.6784708
300,104.0467421,30.677061100000003
301,104.0468131,30.6770317
302,104.0432901,30.6764137
303,104.0455836,30.675156
304,104.0455779,30.6750779
305,104.0444165,30.675826300000004
306,104.0460979,30.671063300000004
307,104.0461919,30.6710187
308,104.0436123,30.6723169
309,104.0450502,30.668671600000003
310,104.043303,30.6660082
311,104.0432878,30.6659099
312,104.0861661,30.6575689
313,104.0851762,30.658040000000003
314,104.0881545,30.6598691
315,104.0714961,30.6720798
316,104.070538,30.6706845
317,104.0716283,30.6720201
318,104.0757688,30.668247
319,104.0774526,30.6674315
320,104.0740964,30.669016600000003
321,104.0748431,30.666869800000004
322,104.0767,30.6696598
323,104.0599768,30.666006
324,104.0599054,30.6676919
325,104.058521,30.665985100000004
326,104.0600959,30.6623932
327,104.059781,30.6694255
328,104.059785,30.6693364
329,104.0580758,30.6693639
330,104.0598967,30.6678511
331,104.0631033,30.667730100000004
332,104.06596,30.6723637
333,104.0660008,30.6720357
334,104.0809719,30.665849800000004
335,104.0791991,30.666624100000003
336,104.0801316,30.664421
337,104.0791853,30.6629152
338,104.0774781,30.6637865
339,104.0787098,30.6621764
340,104.080726,30.6621982
341,104.0780545,30.6647476
342,104.076938,30.662956
343,104.0769863,30.6646652
344,104.0748023,30.666805
345,104.0743759,30.666204800000003
346,104.0765117,30.6660307
347,104.076633,30.666049
348,104.0765488,30.6660876
349,104.0766347,30.6661368
350,104.0783697,30.6688699
351,104.0853694,30.669676300000003
352,104.0844355,30.6681225
353,104.08307109999998,30.6706459
354,104.0833406,30.6622851
355,104.0833004,30.6622228
356,104.0814704,30.6631761
357,104.089264,30.6594295
358,104.0892244,30.6593738
359,104.0909236,30.6613685
360,104.0881973,30.6599369
361,104.0971359,30.6584375
362,104.091755,30.662656400000003
363,104.0933599,30.6645603
364,104.0934425,30.6646219
365,104.0948005,30.6644984
366,104.0940528,30.6650831
367,104.0935908,30.664793900000003
368,104.0955194,30.6674335
369,104.0952892,30.6680148
370,104.0944986,30.6677845
371,104.0946892,30.6695854
372,104.089449,30.675637800000004
373,104.0904405,30.6765555
374,104.0868186,30.6606019
375,104.0892679,30.6620781
376,104.09206,30.6581244
377,104.0920269,30.6580717
378,104.0914335,30.6584053
379,104.1082958,30.6640526
380,104.1082915,30.6639424
381,104.1053356,30.6641657
382,104.1084416,30.6649382
383,104.1082411,30.659591
384,104.1082508,30.6603382
385,104.108229,30.6579804
386,104.106972,30.6595954
387,104.1086102,30.6595654
388,104.0961605,30.6621769
389,104.0955025,30.6610629
390,104.0962364,30.6634934
391,104.0974035,30.6621918
392,104.0933045,30.6646316
393,104.0944475,30.6645826
394,104.1037342,30.6642277
395,104.1025364,30.6642776
396,104.1037467,30.6641278
397,104.1030444,30.666337
398,104.1108969,30.6648515
399,104.1093866,30.664381899999995
400,104.110948,30.6647184
401,104.1035101,30.659972
402,104.1035903,30.6614918
403,104.0999847,30.6590147
404,104.1047604,30.6596924
405,104.1002374,30.6615433
406,104.0994716,30.661888300000005
407,104.1010666,30.671493800000004
408,104.1037446,30.6722807
409,104.1010355,30.6715695
410,104.1018841,30.6693682
411,104.1026771,30.6672967
412,104.1054449,30.6681201
413,104.101802,30.6670393
414,104.0867398,30.677097
415,104.0884472,30.6796716
416,104.0856224,30.675455300000003
417,104.0811056,30.6798659
418,104.0827306,30.6765995
419,104.0682994,30.6624675
420,104.0664075,30.6623974
421,104.0683961,30.6609716
422,104.0664485,30.660937100000005
423,104.0663096,30.6644875
424,104.0681124,30.6658005
425,104.0681758,30.664524
426,104.0662965,30.6658053
427,104.0662392,30.6677893
428,104.0697835,30.6690798
429,104.0713507,30.6683498
430,104.0696043,30.6685505
431,104.0710758,30.662607399999995
432,104.0710874,30.6610623
433,104.0718432,30.6623919
434,104.0705061,30.6626395
435,104.07509,30.663854
436,104.0745008,30.6630692
437,104.0753963,30.6642919
438,104.0764182,30.6621634
439,104.0776016,30.6626767
440,104.0728561,30.6638613
441,104.0733126,30.6645378
442,104.0699342,30.6584792
443,104.070218,30.660161100000003
444,104.0686615,30.6591064
445,104.0686662,30.6582563
446,104.069601,30.6560176
447,104.0680367,30.6569392
448,104.0704563,30.657275800000004
449,104.05305959999998,30.6556747
450,104.05470809999998,30.6571972
451,104.0510046,30.6566985
452,104.0526037,30.6591571
453,104.042383,30.7039011
454,104.0422663,30.7038352
455,104.0432857,30.7044185
456,104.0408227,30.7059082
457,104.0475705,30.6966649
458,104.0473662,30.6969992
459,104.0491512,30.6967457
460,104.0507341,30.7054542
461,104.0534912,30.7057882
462,104.0418702,30.7004126
463,104.040622,30.699632
464,104.0398256,30.7023575
465,104.0416646,30.696020500000003
466,104.0516257,30.6980074
467,104.0504564,30.6980189
468,104.0518959,30.6976685
469,104.0518923,30.698386
470,104.0550267,30.7020939
471,104.0550404,30.7013534
472,104.0538271,30.7020668
473,104.0476946,30.7001762
474,104.0477101,30.7002817
475,104.0467669,30.6996492
476,104.0491147,30.698056800000003
477,104.0511051,30.702054600000004
478,104.0530712,30.7020484
479,104.0500877,30.702027500000003
480,104.0516482,30.7000987
481,104.0494757,30.7039312
482,104.0490411,30.7044696
483,104.0482921,30.704055600000004
484,104.0546776,30.6931254
485,104.0547854,30.6954197
486,104.0536658,30.693149600000005
487,104.0565586,30.6964821
488,104.0496887,30.6906538
489,104.0526292,30.6874998
490,104.0522463,30.6874208
491,104.051385,30.6926091
492,104.0497943,30.6923702
493,104.052155,30.6926868
494,104.0522986,30.6955125
495,104.0527502,30.6954961
496,104.0548368,30.6967168
497,104.0486792,30.6922756
498,104.0528221,30.6931514
499,104.052333,30.696930600000005
500,104.0548459,30.6969397
501,104.0929611,30.673778
502,104.0929321,30.6738388
503,104.0957771,30.6746293
504,104.0937717,30.6717662
505,104.1090642,30.686661600000004
506,104.1073502,30.6850292
507,104.1096034,30.6871691
508,104.1111118,30.6838169
509,104.1083797,30.6874974
510,104.1081836,30.6837768
511,104.1065979,30.6860747
512,104.0946561,30.6696651
513,104.09741590000002,30.6704239
514,104.0975545,30.6704625
515,104.0975292,30.6705272
516,104.1041967,30.672421000000003
517,104.1047127,30.6725783
518,104.1057317,30.6705345
519,104.1074422,30.6733849
520,104.1068628,30.6685461
521,104.0823177,30.6760141
522,104.0843438,30.6749678
523,104.0789044,30.6777076
524,104.0815781,30.674943
525,104.0850109,30.6746432
526,104.0876812,30.6732608
527,104.0877623,30.673149100000003
528,104.0783024,30.6812299
529,104.0834657,30.6834437
530,104.0767234,30.6819858
531,104.0774447,30.6801027
532,104.0891486,30.6751625
533,104.0928859,30.6865185
534,104.0923589,30.6856934
535,104.0948094,30.6855223
536,104.0914399,30.6874937
537,104.0910122,30.6835854
538,104.0882062,30.6849512
539,104.092838,30.6826967
540,104.0892596,30.6808724
541,104.08905190000002,30.6806225
542,104.0907973,30.6797813
543,104.0893888,30.686736
544,104.0865201,30.685744
545,104.0877225,30.6842377
546,104.0825545,30.6876087
547,104.0810506,30.6883887
548,104.080611,30.684879
549,104.080278,30.686871000000004
550,104.0801249,30.6891001
551,104.0781159,30.691119800000003
552,104.0779425,30.691100899999995
553,104.0784515,30.6921938
554,104.0818843,30.691794
555,104.0843627,30.6954671
556,104.0828195,30.6932257
557,104.0867707,30.694249300000003
558,104.0761744,30.6865268
559,104.0761127,30.6863815
560,104.0733164,30.6875434
561,104.07752,30.6947706
562,104.0774889,30.6925682
563,104.0742178,30.6948031
564,104.0708927,30.6948148
565,104.07091640000002,30.696888399999995
566,104.0671832,30.6948454
567,104.0707137,30.6948182
568,104.067189,30.6927334
569,104.0638711,30.6948379
570,104.0742234,30.696848
571,104.0419053,30.6769524
572,104.0419492,30.677025800000003
573,104.0411064,30.6756667
574,104.0432747,30.676337300000004
575,104.0451129,30.6686516
576,104.042563,30.6699679
577,104.0400923,30.6740262
578,104.040453,30.6746244
579,104.0414675,30.673351500000003
580,104.0426,30.6728052
581,104.0422567,30.6701307
582,104.0446842,30.6732922
583,104.0406454,30.6943794
584,104.0426517,30.693789
585,104.0403413,30.6933193
586,104.0400028,30.6924312
587,104.0441001,30.6954127
588,104.0437232,30.6963005
589,104.0455602,30.693343
590,104.0471308,30.6920233
591,104.0501754,30.675146500000004
592,104.0517283,30.6743851
593,104.0497119,30.6742686
594,104.0513315,30.6769423
595,104.0490545,30.6753591
596,104.0543043,30.6733117
597,104.0549182,30.6744587
598,104.0543883,30.6732768
599,104.0566995,30.6722262
600,104.0546963,30.6738374
601,104.057819,30.671718
602,104.0578297,30.671329
603,104.0514075,30.6770349
604,104.0552748,30.6750963
605,104.0492645,30.6731827
606,104.0494464,30.6737532
607,104.0492551,30.6730696
608,104.0470615,30.6743463
609,104.0709158,30.6743223
610,104.0725308,30.6735633
611,104.0699548,30.6729604
612,104.06920440000002,30.6751365
613,104.0718857,30.6758238
614,104.0682386,30.6737578
615,104.0684522,30.6755072
616,104.0701999,30.6766091
617,104.0666973,30.6764266
618,104.0677925,30.6779244
619,104.0665841,30.676483500000003
620,104.067385,30.6741726
621,104.0735432,30.6749827
622,104.07366,30.6749278
623,104.071967,30.6844533
624,104.0701461,30.6847318
625,104.0732522,30.6874103
626,104.0755012,30.6830528
627,104.0754098,30.6826665
628,104.0745432,30.681093100000005
629,104.0738821,30.6800178
630,104.0744601,30.6797562
631,104.0696647,30.682154200000003
632,104.0672019,30.6969118
633,104.0707472,30.696886600000003
634,104.0671456,30.6905737
635,104.0706753,30.6905488
636,104.0637536,30.690581
637,104.0671444,30.6884424
638,104.0671503,30.6864377
639,104.0671448,30.6882834
640,104.0684143,30.6849821
641,104.06365490000002,30.6868332
642,104.0708286,30.6883658
643,104.0741838,30.6905045
644,104.0774477,30.690467
645,104.0708542,30.6905462
646,104.0742052,30.692642
647,104.0708692,30.6926848
648,104.0636649,30.6905811
649,104.0758782,30.6864674
650,104.0435047,30.6883334
651,104.0429761,30.6883269
652,104.0429548,30.687470399999995
653,104.0428836,30.6871432
654,104.057445,30.655267
655,104.0574839,30.6552292
656,104.0561239,30.6562544
657,104.0561615,30.6569097
658,104.0570573,30.656886600000004
659,104.0550925,30.6575756
660,104.0538091,30.6626102
661,104.0573463,30.658014399999995
662,104.0895225,30.6636999
663,104.0895828,30.663856
664,104.0717499,30.6568435
665,104.073,30.6585429
666,104.1085626,30.6655426
667,104.069613,30.6676822
668,104.0705217,30.6671767
669,104.0690245,30.667676
670,104.1062174,30.6621443
671,104.1063317,30.6640132
672,104.0771612,30.6598369
673,104.0764566,30.6587257
674,104.0787197,30.659126300000004
675,104.0992572,30.6662737
676,104.1003236,30.6665862
677,104.0984164,30.6683393
678,104.0658038,30.669574800000003
679,104.0663059,30.6694753
680,104.0458433,30.6991514
681,104.052526,30.700099800000004
682,104.0527229,30.700767
683,104.0524015,30.6996582
684,104.0535084,30.7020555
685,104.0517129,30.7035506
686,104.0459525,30.7099933
687,104.0449572,30.709907
688,104.0465338,30.709333
689,104.0457849,30.711431
690,104.0429409,30.7097043
691,104.0407814,30.7095608
692,104.0430443,30.7086902
693,104.042761,30.7112167
694,104.0471624,30.705447600000003
695,104.0476153,30.704888500000003
696,104.0472663,30.7069207
697,104.0453298,30.7049976
698,104.0405831,30.7112033
699,104.0446295,30.6968414
700,104.0444508,30.6976097
701,104.0435582,30.6966607
702,104.0517497,30.6996591
703,104.0473692,30.708213
704,104.0467979,30.7089832
705,104.0486619,30.7089142
706,104.0461122,30.6985488
707,104.0451586,30.6999212
708,104.0435058,30.7045446
709,104.0433222,30.706237100000003
710,104.0452361,30.715930199999995
711,104.0455444,30.713330900000003
712,104.042216,30.7156858
713,104.0442037,30.7172583
714,104.042541,30.7129414
715,104.0425513,30.7128597
716,104.0416196,30.7128692
717,104.070004,30.6847522
718,104.070809,30.6882198
719,104.10912890000002,30.6692306
720,104.1094558,30.669332300000004
721,104.1076883,30.668796500000003
722,104.1101681,30.6666105
723,104.1054542,30.6962802
724,104.1054421,30.696112100000004
725,104.1061106,30.6960126
726,104.1060594,30.6963076
727,104.10802259999998,30.6948136
728,104.1055437,30.6960964
729,104.1042669,30.694216600000004
730,104.1055191,30.6961751
731,104.1055479,30.6962552
732,104.1036191,30.6974258
733,104.1060266,30.6958951
734,104.1061696,30.6959242
735,104.1060863,30.6963881
736,104.10589190000002,30.6964281
737,104.1034303,30.697465
738,104.1091285,30.694084600000004
739,104.1048738,30.6946023
740,104.1129547,30.6913229
741,104.1036252,30.693415100000003
742,104.1034244,30.6927811
743,104.1032162,30.6929043
744,104.1050923,30.6915249
745,104.1086073,30.6946933
746,104.1024086,30.6915143
747,104.10176640000002,30.6911453
748,104.0996678,30.6884504
749,104.0999147,30.6883348
750,104.1012463,30.6900475
751,104.0995092,30.6882245
752,104.0982213,30.6889504
753,104.0997464,30.6881022
754,104.1001408,30.6873403
755,104.0988258,30.6873204
756,104.098099,30.6862992
757,104.0961254,30.6895367
758,104.0985989,30.6882427
759,104.0993049,30.6879683
760,104.09943359999998,30.6886239
761,104.0969116,30.689567800000003
762,104.100166,30.6882168
763,104.0964959,30.6897583
764,104.0995121,30.687846500000003
765,104.1006812,30.6865631
766,104.1000507,30.6883043
767,104.101461,30.6851482
768,104.1025405,30.684157300000003
769,104.0989407,30.6818742
770,104.0998961,30.680099
771,104.0962357,30.6898872
772,104.0974614,30.691265100000003
773,104.0951156,30.6826156
774,104.0945241,30.6818807
775,104.0952537,30.685292200000003
776,104.0966972,30.6845543
777,104.0947031,30.6817876
778,104.0952785,30.682482500000003
779,104.0956716,30.6829554
780,104.0980887,30.680311100000004
781,104.0924499,30.678934100000003
782,104.0927195,30.6791691
783,104.0921807,30.6791691
784,104.0915039,30.6782852
785,104.0910287,30.680002500000004
786,104.0836003,30.6836141
787,104.0909637,30.6772049
788,104.0918819,30.6627574
789,104.0917788,30.6628075
790,104.0914217,30.668756
791,104.0867655,30.6651472
792,104.0937681,30.6618691
793,104.0962913,30.6644343
794,104.0975152,30.6643817
795,104.0982702,30.6597855
796,104.0980162,30.659899900000003
797,104.0992875,30.661599
798,104.0981795,30.659635700000003
799,104.0998916,30.6588675
800,104.0979249,30.6597588
801,104.0971349,30.6603191
802,104.0997977,30.662513
803,104.0992074,30.6616406
804,104.0990125,30.661434600000003
805,104.0968662,30.6578519
806,104.0972396,30.6581052
807,104.0964194,30.6571
808,104.1007252,30.6584659
809,104.1131461,30.6554066
810,104.1149685,30.6565059
811,104.1153716,30.6566945
812,104.1166686,30.657301300000004
813,104.1179174,30.6578961
814,104.1173337,30.6559558
815,104.0633195,30.656976500000003
816,104.0605598,30.656944300000003
817,104.0626293,30.658811199999995
818,104.0633219,30.658587800000003
819,104.0642019,30.6588494
820,104.058283,30.6565707
821,104.0584011,30.6568829
822,104.0581951,30.663440100000003
823,104.0584126,30.6588357
824,104.0621263,30.658806899999995
825,104.0583646,30.6606004
826,104.0583546,30.6607393
827,104.0583104,30.6623647
828,104.0633002,30.6580274
829,104.0601001,30.6555679
830,104.060512,30.6563651
831,104.0672243,30.726804
832,104.0745481,30.7258244
833,104.0731741,30.7271629
834,104.0724353,30.7262427
835,104.0720209,30.727247
836,104.0712031,30.7265529
837,104.1047968,30.7258483
838,104.1009983,30.716981800000003
839,104.0794868,30.6853253
840,104.0778809,30.685904600000004
841,104.0932352,30.7037793
842,104.0922359,30.7023366
843,104.0933761,30.7037204
844,104.0916828,30.7046781
845,104.0891213,30.7073469
846,104.0886113,30.7079937
847,104.0900605,30.7062326
848,104.0881566,30.7065711
849,104.0899149,30.7089208
850,104.0875269,30.7073247
851,104.0739972,30.7154475
852,104.0720449,30.716667699999995
853,104.073987,30.7153293
854,104.0740982,30.716734
855,104.0894766,30.7126506
856,104.0915892,30.7134083
857,104.0867566,30.7129278
858,104.0867448,30.7127943
859,104.0844033,30.713115500000004
860,104.0970402,30.7098017
861,104.0986799,30.7120062
862,104.0969542,30.7098409
863,104.0961452,30.708382500000003
864,104.0940162,30.7112516
865,104.1006345,30.7039317
866,104.0994905,30.706250399999995
867,104.0962794,30.7083293
868,104.0963503,30.7082979
869,104.0951524,30.706774600000003
870,104.0947926,30.7090468
871,104.0985133,30.7121043
872,104.0952589,30.7067188
873,104.0946728,30.7060713
874,104.09984509999998,30.7035664
875,104.1010626,30.7033485
876,104.1012457,30.703892600000003
877,104.10208459999998,30.7034933
878,104.1033788,30.697325300000003
879,104.0891416,30.6979848
880,104.08931,30.697965600000003
881,104.0887389,30.6973876
882,104.0892173,30.698092600000003
883,104.0903768,30.6980534
884,104.0696217,30.7051584
885,104.0696252,30.705065500000003
886,104.0696405,30.7073174
887,104.0696423,30.709557500000003
888,104.0713174,30.7072833
889,104.0715419,30.7087169
890,104.0671275,30.7106507
891,104.0696739,30.7122732
892,104.0656439,30.7112582
893,104.0674139,30.7124346
894,104.0670058,30.709937
895,104.0729342,30.7087066
896,104.0719481,30.7050203
897,104.0665469,30.7050908
898,104.0749813,30.7085475
899,104.0718545,30.7120979
900,104.078049,30.7113374
901,104.0781758,30.7113508
902,104.0772949,30.7083804
903,104.0781539,30.7118916
904,104.0775579,30.7083693
905,104.0777795,30.7087961
906,104.0720118,30.7140983
907,104.0717264,30.7121082
908,104.0699325,30.714224800000004
909,104.0718692,30.7140458
910,104.0788779,30.6997338
911,104.0783475,30.6969885
912,104.0787718,30.6970822
913,104.0774523,30.6968126
914,104.0814755,30.6967522
915,104.0817129,30.6937149
916,104.077398,30.6970451
917,104.077282,30.6970453
918,104.0787821,30.695518
919,104.0676815,30.6779755
920,104.0692266,30.6798275
921,104.1249057,30.6762648
922,104.1225481,30.6752193
923,104.098971,30.7128615
924,104.0989753,30.7155644
925,104.1006,30.716035
926,104.0658245,30.712596100000003
927,104.0676995,30.7144187
928,104.0640755,30.7119173
929,104.0641999,30.7118546
930,104.0640337,30.7115606
931,104.0608946,30.7149329
932,104.0632694,30.7147545
933,104.060909,30.715001399999995
934,104.0718728,30.7141714
935,104.0738727,30.7140355
936,104.0720488,30.7147015
937,104.0677088,30.7145165
938,104.0766467,30.6868511
939,104.0764049,30.6862762
940,104.0764652,30.6864339
941,104.07647,30.6862517
942,104.0637168,30.6882637
943,104.0584292,30.6884095
944,104.0605835,30.6900817
945,104.0706432,30.688238800000004
946,104.0580552,30.663550399999995
947,104.0544135,30.6645359
948,104.058047,30.6626313
949,104.0602524,30.6553956
950,104.0719265,30.6782016
951,104.0731431,30.6777757
952,104.0715144,30.6774978
953,104.0705217,30.6794445
954,104.0735245,30.6783755
955,104.1119641,30.6700831
956,104.1127338,30.6703087
957,104.1108441,30.6728757
958,104.1150105,30.674097
959,104.1141514,30.6738452
960,104.1157953,30.6712161
961,104.1122042,30.679547
962,104.1160747,30.6744283
963,104.0983555,30.6808461
964,104.098998,30.6819423
965,104.0975412,30.6827345
966,104.0673791,30.726298600000003
967,104.06746590000002,30.7262839
968,104.0664452,30.7236784
969,104.0661905,30.7231979
970,104.0661238,30.7227571
971,104.06315759999998,30.721876
972,104.066276,30.7233956
973,104.0663371,30.7233537
974,104.067763,30.7283113
975,104.0674481,30.727045
976,104.0645265,30.7146609
977,104.0646465,30.71465
978,104.0642345,30.7127471
979,104.0659135,30.72015
980,104.0658934,30.720031
981,104.0853577,30.6862907
982,104.0843574,30.684767200000003
983,104.0867935,30.6884774
984,104.0853366,30.6920812
