agent_id,seq,sub_seq,time,loc_type,link_id,from_node,to_node,lng,lat,prj_lng,prj_lat,dis_to_next,match_heading,route_dis
4,23,0,2018-10-09 10:54:43.000000000,s,2615,1811,282,104.04227,30.685319999999994,104.0424642,30.684243199999997,219.6551690096606,26.9,18.47576104121032
4,23,1,2018-10-09 10:54:58.000000000,c,228,282,284,104.043065,30.685739999999996,104.04266639945496,30.684507450151113,,,35.112334087392476
4,24,0,2018-10-09 10:55:13.000000000,s,2598,284,1646,104.04386,30.68616,104.0441644351553,30.685503052796427,,59.89,149.4309300508709
5,0,0,2018-10-09 10:56:38.000000000,s,5863,2336,653,104.04343,30.68649,104.0436506111012,30.686857579450812,80.0327086293421,319.84,145.93065945843676
5,1,0,2018-10-09 10:57:07.000000000,s,5865,653,652,104.04277,30.685969999999994,104.04288360000001,30.68714319999999,421.04265770383597,21.73,0.0
5,1,1,2018-10-09 10:57:50.000000000,c,623,652,156,104.04261333333334,30.68715333333333,104.04242160229468,30.687888851156227,,,68.9876287818823
5,1,2,2018-10-09 10:58:33.000000000,c,628,156,154,104.04245666666667,30.688336666666665,104.04137453156838,30.68867178444696,,,63.67536898179399
5,2,0,2018-10-09 10:59:16.000000000,s,125,154,155,104.0423,30.68952,104.04172911241066,30.689916492601764,13.847121320874109,39.28,117.54265770383599
5,3,0,2018-10-09 10:59:43.000000000,s,125,154,155,104.04233,30.689620000000012,104.04182338887249,30.690011158098876,6.496795899357892,39.28,131.3897790247101
5,4,0,2018-10-09 11:00:10.000000000,s,125,154,155,104.04238,30.689659999999996,104.04186857871875,30.690054872208957,18.27998380531359,39.28,137.886574924068
5,5,0,2018-10-09 11:00:40.000000000,s,125,154,155,104.04232,30.689530000000012,104.04174261036067,30.689931008471326,8.808427609533211,39.28,119.6065911187544
5,6,0,2018-10-09 11:01:28.000000000,s,125,154,155,104.04213,30.689560000000004,104.041685004017,30.68986905782664,24.95464727765352,39.28,110.79816350922118
5,7,0,2018-10-09 11:02:04.000000000,s,125,154,155,104.04223,30.68975000000001,104.04185373686379,30.690040515041073,22.69900250890501,39.28,135.7528107868747
5,8,0,2018-10-09 11:02:34.000000000,s,125,154,155,104.04211000000001,30.689599999999995,104.0416997557289,30.68988492202789,,39.28,113.0538082779697
6,0,0,2018-10-09 06:02:29.000000000,s,4173,2302,197,104.08419,30.65651000000001,104.08321400432101,30.6569713585998,7.7483334149531515,34.63,209.97599284766096
6,1,0,2018-10-09 06:02:59.000000000,s,4172,197,2302,104.08432,30.657280000000004,104.0832528,30.6570327,41.76526116892629,209.14,0.0
6,2,0,2018-10-09 06:03:32.000000000,s,4172,197,2302,104.084,30.65625,104.08304368312895,30.656702055913566,15.346529905176538,209.14,41.76526116892629
6,3,0,2018-10-09 06:03:56.000000000,s,4172,197,2302,104.08392,30.656130000000005,104.08296684406439,30.65658056157541,10.537473450770563,209.14,57.111791074102825
6,4,0,2018-10-09 06:04:26.000000000,s,4172,197,2302,104.08386,30.656050000000008,104.08291408373844,30.65649713921477,0.1565310667151607,209.14,67.64926452487339
6,5,0,2018-10-09 06:05:06.000000000,s,4172,197,2302,104.08396,30.655980000000003,104.0829133,30.656495900000003,0.0,209.14,67.80579559158855
